55.944425,-3.188396,ESE,55.94431019497029,-3.1881188361402466,16.427290,316.265629
55.94431019497029,-3.1881188361402466,ESE,55.94419538994058,-3.187841672280493,75.359970,382.516603
55.94419538994058,-3.187841672280493,ESE,55.94408058491087,-3.18756450842074,75.359970,381.266603
55.94408058491087,-3.18756450842074,ESE,55.94396577988116,-3.1872873445609864,75.359970,380.016603
55.94396577988116,-3.1872873445609864,ESE,55.94385097485145,-3.187010180701233,75.359970,378.766603
55.94385097485145,-3.187010180701233,ESE,55.94373616982174,-3.1867330168414796,75.359970,377.516603
55.94373616982174,-3.1867330168414796,ESE,55.94362136479203,-3.186455852981726,75.359970,376.266603
55.94362136479203,-3.186455852981726,E,55.94362136479203,-3.186155852981726,75.359970,375.016603
55.94362136479203,-3.186155852981726,WSW,55.94350655976232,-3.1864330168414794,97.322992,449.941485
55.94350655976232,-3.1864330168414794,WSW,55.94339175473261,-3.186710180701233,97.322992,448.691485
55.94339175473261,-3.186710180701233,W,55.94339175473261,-3.187010180701233,97.322992,447.441485
55.94339175473261,-3.187010180701233,WSW,55.9432769497029,-3.1872873445609864,97.322992,446.191485
55.9432769497029,-3.1872873445609864,W,55.9432769497029,-3.1875873445609866,97.322992,444.941485
55.9432769497029,-3.1875873445609866,WSW,55.94316214467319,-3.18786450842074,97.322992,443.691485
55.94316214467319,-3.18786450842074,W,55.94316214467319,-3.18816450842074,97.322992,442.441485
55.94316214467319,-3.18816450842074,WSW,55.94304733964348,-3.1884416722804936,97.322992,441.191485
55.94304733964348,-3.1884416722804936,W,55.94304733964348,-3.1887416722804938,0.000000,366.431024
55.94304733964348,-3.1887416722804938,NNW,55.943324503503234,-3.1888564773102033,73.469360,417.957593
55.943324503503234,-3.1888564773102033,NNW,55.94360166736299,-3.188971282339913,73.469360,416.707593
55.94360166736299,-3.188971282339913,NNW,55.94387883122275,-3.1890860873696223,73.469360,415.457593
55.94387883122275,-3.1890860873696223,NNW,55.944155995082504,-3.189200892399332,73.469360,414.207593
55.944155995082504,-3.189200892399332,NNW,55.94443315894226,-3.1893156974290413,73.469360,412.957593
55.94443315894226,-3.1893156974290413,NNW,55.94471032280202,-3.189430502458751,73.469360,411.707593
55.94471032280202,-3.189430502458751,NNW,55.94498748666177,-3.1895453074884603,0.000000,333.297817
55.94498748666177,-3.1895453074884603,NNW,55.94526465052153,-3.18966011251817,0.000000,332.047817
55.94526465052153,-3.18966011251817,N,55.94556465052153,-3.18966011251817,40.718477,334.415887
55.94556465052153,-3.18966011251817,NNW,55.94584181438129,-3.1897749175478793,40.718477,333.165887
55.94584181438129,-3.1897749175478793,N,55.94614181438129,-3.1897749175478793,140.021647,413.084640
